"Name","Item","Color","Quantity","Quality","Priority","URL","Date","Mode","Loot"
"Naraak","Dream Dust","ffffffff"," 2","White","1","https://classicdb.ch/?item=11176","2017.09.07","loot","11:27:32"
"Naraak","Greater Eternal Essence","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=16203","2017.09.07","loot","11:27:40"
"Naraak","Large Brilliant Shard","ff0070dd"," 19","Blue","3","https://classicdb.ch/?item=14344","2017.09.04","loot","12:10:43"
"Evonar","Black Diamond","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=11754","2017.09.04","loot","12:12:28"
"Zendaril","Runecloth","ffffffff"," 8","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","12:13:44"
"Evonar","Coal","ffffffff"," 1","White","1","https://classicdb.ch/?item=3857","2017.09.04","loot","12:13:57"
"Medraes","Dark Iron Residue","ffffffff"," 4","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","12:13:59"
"Evonar","Runecloth","ffffffff"," 3","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","12:14:08"
"Medraes","Scroll of Agility III","ffffffff"," 1","White","1","https://classicdb.ch/?item=4425","2017.09.04","loot","12:15:48"
"Naraak","Burning Pitch","ff9d9d9d"," 2","Grey","0","https://classicdb.ch/?item=4787","2017.09.04","loot","12:16:35"
"Evonar","Burning Pitch","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4787","2017.09.04","loot","12:19:48"
"Medraes","Shadowforge Torch","ffffffff"," 1","White","1","https://classicdb.ch/?item=11885","2017.09.04","loot","12:29:32"
"Zendaril","Crochet Belt","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3936","2017.09.04","loot","12:31:09"
"Zendaril","Major Healing Potion","ffffffff"," 1","White","1","https://classicdb.ch/?item=13446","2017.09.04","loot","12:31:09"
"Evonar","Dark Iron Residue","ffffffff"," 5","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","12:32:07"
"Zendaril","Dark Iron Residue","ffffffff"," 6","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","12:33:46"
"Zendaril","Morning Glory Dew","ffffffff"," 1","White","1","https://classicdb.ch/?item=8766","2017.09.04","loot","12:34:27"
"Evonar","Relic Coffer Key","ffffffff"," 1","White","1","https://classicdb.ch/?item=11078","2017.09.04","loot","12:35:00"
"Medraes","Runecloth","ffffffff"," 6","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","12:36:02"
"Naraak","Thaurissan's Royal Scepter","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11928","2017.09.04","loot","12:38:18"
"Zendaril","Emperor's Seal of the Whale","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11934","2017.09.04","loot","12:38:22"
"Naraak","High Priestess Boots","ff0070dd"," 2","Blue","3","https://classicdb.ch/?item=12556","2017.09.04","loot","12:38:32"
"Naraak","Coal","ffffffff"," 1","White","1","https://classicdb.ch/?item=3857","2017.09.04","loot","12:41:16"
"Zendaril","Relic Coffer Key","ffffffff"," 1","White","1","https://classicdb.ch/?item=11078","2017.09.04","loot","12:41:47"
"Zendaril","Superior Mana Potion","ffffffff"," 1","White","1","https://classicdb.ch/?item=13443","2017.09.04","loot","12:41:47"
"Medraes","Burning Pitch","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4787","2017.09.04","loot","12:48:25"
"Naraak","Runecloth","ffffffff"," 1","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","12:50:53"
"Ivyfang","Shadowforge Torch","ffffffff"," 3","White","1","https://classicdb.ch/?item=11885","2017.09.04","loot","12:51:01"
"Ivyfang","Runecloth","ffffffff"," 1","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","12:51:27"
"Ivyfang","Recurve Long Bow","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=13824","2017.09.04","loot","12:51:27"
"Naraak","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","12:56:44"
"Zendaril","Mystical Mantle of Shadow Wrath","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=10172","2017.09.04","loot","12:58:23"
"Zendaril","Pattern: Brightcloth Cloak","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14484","2017.09.04","loot","12:58:27"
"Medraes","Morning Glory Dew","ffffffff"," 1","White","1","https://classicdb.ch/?item=8766","2017.09.04","loot","12:58:49"
"Naraak","Robes of the Royal Crown","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11924","2017.09.04","loot","13:11:50"
"Naraak","Emperor's Seal of Spirit","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11934","2017.09.04","loot","13:11:52"
"Naraak","Ebonsteel Spaulders","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=12557","2017.09.04","loot","13:11:57"
"Ivyfang","Heart of Fire","ffffffff"," 1","White","1","https://classicdb.ch/?item=7077","2017.09.04","loot","13:17:51"
"Zendaril","Coal","ffffffff"," 1","White","1","https://classicdb.ch/?item=3857","2017.09.04","loot","13:17:56"
"Medraes","Homemade Cherry Pie","ffffffff"," 2","White","1","https://classicdb.ch/?item=8950","2017.09.04","loot","13:26:03"
"Ivyfang","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","13:26:37"
"Medraes","Major Healing Potion","ffffffff"," 1","White","1","https://classicdb.ch/?item=13446","2017.09.04","loot","13:28:14"
"Ivyfang","Homemade Cherry Pie","ffffffff"," 1","White","1","https://classicdb.ch/?item=8950","2017.09.04","loot","13:28:43"
"Naraak","Dream Dust","ffffffff"," 1","White","1","https://classicdb.ch/?item=11176","2017.09.04","loot","13:32:00"
"Naraak","The Emperor's New Cape","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11930","2017.09.04","loot","13:32:01"
"Naraak","Guiding Stave of Wisdom","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=11932","2017.09.04","loot","13:32:05"
"Naraak","Runecloth","ffffffff"," 1","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","11:19:49"
"Naraak","Ichor of Undeath","ffffffff"," 1","White","1","https://classicdb.ch/?item=7972","2017.09.04","loot","11:19:49"
"Naraak","Extinguished Torch","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=7296","2017.09.04","loot","11:20:23"
"Naraak","Large Trophy Paw","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4584","2017.09.04","loot","11:20:41"
"Naraak","Tender Wolf Meat","ffffffff"," 1","White","1","https://classicdb.ch/?item=12208","2017.09.04","loot","11:20:41"
"Naraak","Lifeless Skull","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3671","2017.09.04","loot","11:21:22"
"Naraak","Broken Arrow","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3673","2017.09.04","loot","11:21:22"
"Naraak","Decomposed Boot","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3674","2017.09.04","loot","11:21:22"
"Naraak","Gelatinous Goo","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3669","2017.09.04","loot","11:21:22"
"Naraak","Broken Arrow","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3673","2017.09.04","loot","10:39:52"
"Naraak","Large Slimy Bone","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3670","2017.09.04","loot","10:39:52"
"Verus","Dark Iron Residue","ffffffff"," 4","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","10:45:02"
"Verus","Runecloth","ffffffff"," 4","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","10:45:02"
"Naraak","Light Plate Chestpiece","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=8080","2017.09.04","loot","10:46:27"
"Lysiah","Runecloth","ffffffff"," 3","White","1","https://classicdb.ch/?item=14047","2017.09.04","loot","10:46:49"
"Verus","Overlinked Chain Boots","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4001","2017.09.04","loot","10:46:49"
"Naraak","Heart of Fire","ffffffff"," 1","White","1","https://classicdb.ch/?item=7077","2017.09.04","loot","10:50:39"
"Lysiah","Dark Iron Residue","ffffffff"," 3","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","10:50:44"
"Ivyfang","Shadowforge Torch","ffffffff"," 1","White","1","https://classicdb.ch/?item=11885","2017.09.04","loot","10:53:12"
"Lysiah","Roasted Quail","ffffffff"," 1","White","1","https://classicdb.ch/?item=8952","2017.09.04","loot","10:55:46"
"Verus","Superior Mana Potion","ffffffff"," 1","White","1","https://classicdb.ch/?item=13443","2017.09.04","loot","10:56:46"
"Verus","Light Plate Chestpiece","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=8080","2017.09.04","loot","10:58:35"
"Lysiah","Major Healing Potion","ffffffff"," 1","White","1","https://classicdb.ch/?item=13446","2017.09.04","loot","11:00:12"
"Lysiah","Homemade Cherry Pie","ffffffff"," 1","White","1","https://classicdb.ch/?item=8950","2017.09.04","loot","11:00:12"
"Naraak","Large Brilliant Shard","ff0070dd"," 4","Blue","3","https://classicdb.ch/?item=14344","2017.09.04","loot","11:00:18"
"Naraak","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.04","loot","11:00:50"
"Naraak","Large Brilliant Shard","ff0070dd"," 3","Blue","3","https://classicdb.ch/?item=14344","2017.09.03","loot","16:33:45"
"Falassion","Indomitable Epaulets","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14688","2017.09.03","loot","11:47:26"
"Falassion","Core Leather","ffffffff"," 11","White","1","https://classicdb.ch/?item=17012","2017.09.03","loot","11:47:43"
"Hupiukko","Wicked Claw","ffffffff"," 3","White","1","https://classicdb.ch/?item=8146","2017.09.03","loot","11:47:49"
"Falassion","Essence of Earth","ff1eff00"," 5","Green","2","https://classicdb.ch/?item=7076","2017.09.03","loot","11:48:16"
"Falassion","Giantstalker's Bracers","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16850","2017.09.03","loot","11:50:31"
"Falassion","Elemental Earth","ffffffff"," 2","White","1","https://classicdb.ch/?item=7067","2017.09.03","loot","11:50:43"
"Falassion","Deeprock Salt","ffffffff"," 2","White","1","https://classicdb.ch/?item=8150","2017.09.03","loot","11:50:59"
"Jimbaws","Dark Iron Ore","ffffffff"," 24","White","1","https://classicdb.ch/?item=11370","2017.09.03","loot","11:51:35"
"Falsaren","Dark Iron Ore","ffffffff"," 1","White","1","https://classicdb.ch/?item=11370","2017.09.03","loot","11:51:44"
"Jimbaws","Hand of Lucifron","ffffffff"," 1","White","1","https://classicdb.ch/?item=17329","2017.09.03","loot","11:59:49"
"Falassion","Elemental Fire","ffffffff"," 2","White","1","https://classicdb.ch/?item=7068","2017.09.03","loot","11:59:53"
"Mommav","Hand of Lucifron","ffffffff"," 1","White","1","https://classicdb.ch/?item=17329","2017.09.03","loot","12:00:10"
"Walkerboh","Helm of the Lifegiver","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18870","2017.09.03","loot","12:00:49"
"Lysiah","Cenarion Boots","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16829","2017.09.03","loot","12:01:34"
"Stealthunt","Tome of Tranquilizing Shot","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=16665","2017.09.03","loot","12:02:08"
"Valknut","Cenarion Leggings","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16835","2017.09.03","loot","12:07:18"
"Saintgermain","Hand of Lucifron","ffffffff"," 1","White","1","https://classicdb.ch/?item=17329","2017.09.03","loot","12:07:59"
"Stealthunt","Eskhandar's Right Claw","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18203","2017.09.03","loot","12:09:47"
"Nite","Striker's Mark","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17069","2017.09.03","loot","12:10:19"
"Falassion","Gromsblood","ffffffff"," 1","White","1","https://classicdb.ch/?item=8846","2017.09.03","loot","12:13:30"
"Falassion","Lava Core","ff0070dd"," 5","Blue","3","https://classicdb.ch/?item=17011","2017.09.03","loot","12:13:33"
"Jimbaws","Hand of Gehennas","ffffffff"," 1","White","1","https://classicdb.ch/?item=17331","2017.09.03","loot","12:15:40"
"Saintgermain","Hand of Gehennas","ffffffff"," 1","White","1","https://classicdb.ch/?item=17331","2017.09.03","loot","12:15:54"
"Mommav","Hand of Gehennas","ffffffff"," 1","White","1","https://classicdb.ch/?item=17331","2017.09.03","loot","12:16:03"
"Stealthunt","Giantstalker's Boots","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16849","2017.09.03","loot","12:16:11"
"Blackup","Lawbringer Gauntlets","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16860","2017.09.03","loot","12:17:05"
"Falassion","Star Ruby","ff1eff00"," 2","Green","2","https://classicdb.ch/?item=7910","2017.09.03","loot","12:21:07"
"Falassion","Aquamarine","ff1eff00"," 2","Green","2","https://classicdb.ch/?item=7909","2017.09.03","loot","12:21:09"
"Falassion","Mighty Boots of the Monkey","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=10146","2017.09.03","loot","12:22:21"
"Falassion","Core of Earth","ffffffff"," 3","White","1","https://classicdb.ch/?item=7075","2017.09.03","loot","12:22:25"
"Aniala","Cenarion Helm","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16834","2017.09.03","loot","12:28:57"
"Badvoid","Felheart Horns","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16808","2017.09.03","loot","12:29:21"
"Falsaren","Flamewaker Legplates","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18861","2017.09.03","loot","12:30:16"
"Nzo","Prismatic Band of Spirit","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=12017","2017.09.03","loot","12:31:28"
"Falassion","Elunarian Belt","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14465","2017.09.03","loot","12:33:19"
"Falassion","Essence of Fire","ff1eff00"," 3","Green","2","https://classicdb.ch/?item=7078","2017.09.03","loot","12:40:07"
"Crashman","Lawbringer Spaulders","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16856","2017.09.03","loot","12:41:12"
"Saintgermain","Seal of the Archmagus","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17110","2017.09.03","loot","12:41:54"
"Falassion","Fiery Core","ff0070dd"," 4","Blue","3","https://classicdb.ch/?item=17010","2017.09.03","loot","12:43:40"
"Jimbaws","Hand of Shazzrah","ffffffff"," 1","White","1","https://classicdb.ch/?item=17332","2017.09.03","loot","12:48:16"
"Saintgermain","Hand of Shazzrah","ffffffff"," 1","White","1","https://classicdb.ch/?item=17332","2017.09.03","loot","12:49:06"
"Lysiah","Cenarion Gloves","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16831","2017.09.03","loot","12:50:47"
"Soupped","Nightslayer Boots","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16824","2017.09.03","loot","12:51:14"
"Falassion","Lifeless Stone","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4784","2017.09.03","loot","12:53:36"
"Jimbaws","Hand of Sulfuron","ffffffff"," 1","White","1","https://classicdb.ch/?item=17330","2017.09.03","loot","12:59:05"
"Saintgermain","Hand of Sulfuron","ffffffff"," 1","White","1","https://classicdb.ch/?item=17330","2017.09.03","loot","12:59:12"
"Beyondnz","Mantle of Prophecy","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16816","2017.09.03","loot","12:59:47"
"Hupiukko","Wristguards of Stability","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=19146","2017.09.03","loot","13:00:17"
"Falassion","Heart of Fire","ffffffff"," 1","White","1","https://classicdb.ch/?item=7077","2017.09.03","loot","13:06:16"
"Wooddess","Flameguard Gauntlets","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=19143","2017.09.03","loot","13:06:54"
"Beyondnz","Robes of Prophecy","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16815","2017.09.03","loot","13:07:34"
"Blackup","Lawbringer Chestguard","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16853","2017.09.03","loot","13:08:00"
"Casablancas","The Eye of Divinity","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18646","2017.09.03","loot","13:35:36"
"Valknut","Cauterizing Band","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=19140","2017.09.03","loot","13:35:40"
"Verus","Fireguard Shoulders","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=19139","2017.09.03","loot","13:36:06"
"Falassion","Arcanist Belt","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16802","2017.09.03","loot","13:37:21"
"Falassion","Staff of Hale Magefire","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=13000","2017.09.03","loot","13:55:29"
"Falassion","Plans: Mithril Scale Shoulders","ff0070dd"," 1","Blue","3","https://classicdb.ch/?item=7991","2017.09.03","loot","13:55:32"
"Crashman","Malistar's Defender","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17106","2017.09.03","loot","13:55:43"
"Walkerboh","Judgement Legplates","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16954","2017.09.03","loot","13:56:20"
"Naraak","Netherwind Pants","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16915","2017.09.03","loot","13:56:54"
"Stealthunt","Crown of Destruction","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18817","2017.09.03","loot","13:57:44"
"Naraak","Large Brilliant Shard","ff0070dd"," 8","Blue","3","https://classicdb.ch/?item=14344","2017.09.01","loot","16:11:15"
"Tablets","Burning Pitch","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4787","2017.09.01","loot","16:14:14"
"Casablancas","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.01","loot","16:14:21"
"Ncrawing","Relic Coffer Key","ffffffff"," 2","White","1","https://classicdb.ch/?item=11078","2017.09.01","loot","16:14:55"
"Ncrawing","Runecloth","ffffffff"," 7","White","1","https://classicdb.ch/?item=14047","2017.09.01","loot","16:14:55"
"Naraak","Runecloth","ffffffff"," 1","White","1","https://classicdb.ch/?item=14047","2017.09.01","loot","16:14:56"
"Tablets","Relic Coffer Key","ffffffff"," 1","White","1","https://classicdb.ch/?item=11078","2017.09.01","loot","16:15:43"
"Naraak","Coal","ffffffff"," 2","White","1","https://classicdb.ch/?item=3857","2017.09.01","loot","16:16:22"
"Ncrawing","Burning Pitch","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=4787","2017.09.01","loot","16:16:44"
"Naraak","Burning Pitch","ff9d9d9d"," 2","Grey","0","https://classicdb.ch/?item=4787","2017.09.01","loot","16:16:45"
"Tablets","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.01","loot","16:18:41"
"Ncrawing","Dark Iron Residue","ffffffff"," 3","White","1","https://classicdb.ch/?item=18945","2017.09.01","loot","16:19:10"
"Ivyfang","Shadowforge Torch","ffffffff"," 3","White","1","https://classicdb.ch/?item=11885","2017.09.01","loot","16:19:50"
"Ivyfang","Runecloth","ffffffff"," 1","White","1","https://classicdb.ch/?item=14047","2017.09.01","loot","16:20:08"
"Ncrawing","Shadowforge Torch","ffffffff"," 1","White","1","https://classicdb.ch/?item=11885","2017.09.01","loot","16:20:41"
"Tablets","Runecloth","ffffffff"," 3","White","1","https://classicdb.ch/?item=14047","2017.09.01","loot","16:24:18"
"Tablets","Scroll of Strength III","ffffffff"," 1","White","1","https://classicdb.ch/?item=4426","2017.09.01","loot","16:24:19"
"Tablets","Light Plate Shoulderpads","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=8086","2017.09.01","loot","16:25:48"
"Ivyfang","Dark Iron Residue","ffffffff"," 1","White","1","https://classicdb.ch/?item=18945","2017.09.01","loot","16:25:50"
"Tablets","Twill Vest","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3951","2017.09.01","loot","16:28:03"
"Talan","Heavy Leather","ffffffff"," 1","White","1","https://classicdb.ch/?item=4234","2017.08.27","loot","06:45:18"
"Talan","Thick Leather","ffffffff"," 1","White","1","https://classicdb.ch/?item=4304","2017.08.27","loot","06:45:18"
"Gravelgrave","Smooth Cloak","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3972","2017.08.27","loot","06:50:41"
"Aelwyn","Rugged Leather","ffffffff"," 2","White","1","https://classicdb.ch/?item=8170","2017.08.27","loot","06:50:51"
"Koiraa","Blue Sack of Gems","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=17962","2017.08.27","loot","07:02:54"
"Koiraa","Eternal Sarong of the Owl","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14334","2017.08.27","loot","07:02:57"
"Koiraa","High Councillor's Scepter of Arcane Wrath","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=15941","2017.08.27","loot","07:03:03"
"Tankersly","Elunarian Handgrips","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14461","2017.08.27","loot","07:22:06"
"Digs","Lifeless Stone","ff9d9d9d"," 2","Grey","0","https://classicdb.ch/?item=4784","2017.08.27","loot","07:22:22"
"Tankersly","Solid Stone","ffffffff"," 1","White","1","https://classicdb.ch/?item=7912","2017.08.27","loot","07:22:26"
"Talan","Core Leather","ffffffff"," 2","White","1","https://classicdb.ch/?item=17012","2017.08.27","loot","07:23:46"
"Koiraa","Cenarion Belt","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16828","2017.08.27","loot","07:25:59"
"Koiraa","Eternal Crown of Fire Resistance","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=14332","2017.08.27","loot","07:26:02"
"Aelwyn","Core Leather","ffffffff"," 8","White","1","https://classicdb.ch/?item=17012","2017.08.27","loot","07:26:06"
"Koiraa","Burning Pitch","ff9d9d9d"," 16","Grey","0","https://classicdb.ch/?item=4787","2017.08.27","loot","07:26:37"
"Koiraa","Wicked Claw","ffffffff"," 5","White","1","https://classicdb.ch/?item=8146","2017.08.27","loot","07:27:18"
"Digs","Dark Iron Ore","ffffffff"," 21","White","1","https://classicdb.ch/?item=11370","2017.08.27","loot","07:28:00"
"Koiraa","Lifeless Stone","ff9d9d9d"," 20","Grey","0","https://classicdb.ch/?item=4784","2017.08.27","loot","07:28:46"
"Tribunal","Dark Iron Ore","ffffffff"," 6","White","1","https://classicdb.ch/?item=11370","2017.08.27","loot","07:29:02"
"Koiraa","Star Ruby","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=7910","2017.08.27","loot","07:29:31"
"Koiraa","Deeprock Salt","ffffffff"," 4","White","1","https://classicdb.ch/?item=8150","2017.08.27","loot","07:30:40"
"Aelwyn","Rugged Hide","ffffffff"," 1","White","1","https://classicdb.ch/?item=8171","2017.08.27","loot","07:34:34"
"Koiraa","Heart of Fire","ffffffff"," 4","White","1","https://classicdb.ch/?item=7077","2017.08.27","loot","07:36:09"
"Koiraa","Essence of Fire","ff1eff00"," 5","Green","2","https://classicdb.ch/?item=7078","2017.08.27","loot","07:36:10"
"Ilain","Felheart Gloves","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16805","2017.08.27","loot","07:36:50"
"Naraak","Choker of Enlightenment","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17109","2017.08.27","loot","07:37:27"
"Haleneri","Tome of Tranquilizing Shot","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=16665","2017.08.27","loot","07:37:56"
"Talan","Medallion of Steadfast Might","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17065","2017.08.27","loot","07:43:08"
"Reiani","Sabatons of the Flamewalker","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=19144","2017.08.27","loot","07:43:49"
"Tankersly","Striker's Mark","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=17069","2017.08.27","loot","07:44:31"
"Koiraa","Essence of Earth","ff1eff00"," 7","Green","2","https://classicdb.ch/?item=7076","2017.08.27","loot","07:46:30"
"Koiraa","Eternium Lockbox","ff1eff00"," 3","Green","2","https://classicdb.ch/?item=5760","2017.08.27","loot","07:48:52"
"Koiraa","Elemental Fire","ffffffff"," 1","White","1","https://classicdb.ch/?item=7068","2017.08.27","loot","07:48:53"
"Koiraa","Fiery Core","ff0070dd"," 8","Blue","3","https://classicdb.ch/?item=17010","2017.08.27","loot","07:48:55"
"Setback","Gloves of Prophecy","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16812","2017.08.27","loot","07:53:39"
"Pumbah","Flamewaker Legplates","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18861","2017.08.27","loot","07:54:33"
"Koiraa","Thick Leather Boots","ff9d9d9d"," 1","Grey","0","https://classicdb.ch/?item=3962","2017.08.27","loot","07:55:59"
"Koiraa","Core of Earth","ffffffff"," 5","White","1","https://classicdb.ch/?item=7075","2017.08.27","loot","07:57:02"
"Koiraa","Lawbringer Belt","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16858","2017.08.27","loot","07:58:10"
"Koiraa","Blood of the Mountain","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=11382","2017.08.27","loot","07:59:59"
"Koiraa","Lava Core","ff0070dd"," 4","Blue","3","https://classicdb.ch/?item=17011","2017.08.27","loot","08:06:28"
"Shaonian","Giantstalker's Helmet","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16846","2017.08.27","loot","08:07:05"
"Tribunal","Circlet of Prophecy","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16813","2017.08.27","loot","08:07:39"
"Digs","Blood of the Mountain","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=11382","2017.08.27","loot","08:10:05"
"Icecrema","Talisman of Ephemeral Power","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18820","2017.08.27","loot","08:11:00"
"Aelwyn","Arcanist Bindings","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16799","2017.08.27","loot","08:11:27"
"Aelwyn","Deeprock Salt","ffffffff"," 1","White","1","https://classicdb.ch/?item=8150","2017.08.27","loot","08:11:27"
"Koiraa","Coal","ffffffff"," 3","White","1","https://classicdb.ch/?item=3857","2017.08.27","loot","08:13:26"
"Koiraa","Vambraces of Prophecy","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16819","2017.08.27","loot","08:13:34"
"Koiraa","Elemental Earth","ffffffff"," 1","White","1","https://classicdb.ch/?item=7067","2017.08.27","loot","08:18:37"
"Genamiliel","Cenarion Spaulders","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16836","2017.08.27","loot","08:20:55"
"Tankersly","Death Striker of the Monkey","ff1eff00"," 1","Green","2","https://classicdb.ch/?item=15273","2017.08.27","loot","08:21:14"
"Naraak","Arcanist Mantle","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16797","2017.08.27","loot","08:22:00"
"Haleneri","Core Leather","ffffffff"," 1","White","1","https://classicdb.ch/?item=17012","2017.08.27","loot","08:22:59"
"Koiraa","Solid Stone","ffffffff"," 8","White","1","https://classicdb.ch/?item=7912","2017.08.27","loot","08:24:56"
"Digs","Core Leather","ffffffff"," 1","White","1","https://classicdb.ch/?item=17012","2017.08.27","loot","08:25:18"
"Naraak","Arcanist Gloves","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16801","2017.08.27","loot","08:30:34"
"Tankersly","Manastorm Leggings","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=18872","2017.08.27","loot","08:32:06"
"Tankersly","Cenarion Bracers","ffa335ee"," 1","Epic","4","https://classicdb.ch/?item=16830","2017.08.27","loot","08:36:27"
